,price,year built,sqft,beds,bathroom,price_sqft,grage,HOA Fees,Address,Time On Web,sqft lot,Condo,Multi-Family,Single Family,Townhome
2429,187000,1908.0,1212.0,3.0,2.0,154.0,0,551.1388379204893,"5609 S Hoyne Ave, Chicago, IL 60636",10,3729.0,0,0,1,0
2433,159900,1916.0,998.0,4.0,3.0,160.0,0,300.0,"8516 S Exchange Ave, Chicago, IL 60617",9,3123.0,0,0,1,0
2434,349900,1898.0,3125.0,6.0,3.0,112.0,2,205.0,"2732 S Christiana Ave, Chicago, IL 60623",9,3125.0,0,1,0,0
2435,175000,1913.0,1680.0,3.0,1.5,104.0,2,551.1388379204893,"7742 S Aberdeen St, Chicago, IL 60620",9,3720.0,0,0,1,0
2437,200000,1929.0,1624.0,3.0,2.0,123.0,0,1027.0,"4940 S East End Ave Apt 3F, Chicago, IL 60615",9,1624.0,1,0,0,0
2438,290000,2001.0,800.0,1.0,1.0,363.0,1,360.0,"933 W Van Buren St Apt 324, Chicago, IL 60607",9,800.0,1,0,0,0
2440,260000,1929.0,1340.0,3.0,2.0,194.0,1,305.0,"7735 W Summerdale Ave, Chicago, IL 60656",10,4961.0,0,0,1,0
2442,349000,1922.0,3125.0,5.0,2.0,112.0,0,125.0,"6417 S Maplewood Ave, Chicago, IL 60629",10,3125.0,0,1,0,0
2443,169900,1922.0,1055.0,4.0,2.0,161.0,0,551.1388379204893,"8616 S Union Ave, Chicago, IL 60620",9,4373.0,0,0,1,0
2444,297000,1930.0,1250.0,2.0,1.0,238.0,2,288.0,"5236 N Larned Ave, Chicago, IL 60630",9,3088.0,0,0,1,0
2445,284500,1962.0,1200.0,3.0,2.0,237.0,2,551.1388379204893,"8404 S Elizabeth St, Chicago, IL 60620",10,3149.0,0,0,1,0
2446,349900,1918.0,3049.0,5.0,2.0,115.0,2,551.1388379204893,"10211 S Saint Lawrence Ave, Chicago, IL 60628",9,3049.0,0,1,0,0
2448,320000,2006.0,1147.0,2.0,2.0,279.0,1,220.0,"1112 W Washburne Ave Unit 201, Chicago, IL 60608",9,1147.0,1,0,0,0
2450,418500,1914.0,1250.0,2.0,2.0,335.0,1,538.0,"1525 S Michigan Ave Apt 308, Chicago, IL 60605",10,1250.0,1,0,0,0
2451,349900,1962.0,2700.0,3.0,3.0,130.0,0,370.0,"4938 S Champlain Ave Unit 1S, Chicago, IL 60615",10,2700.0,1,0,0,0
2452,339000,1925.0,1812.0,4.0,2.5,187.0,0,175.0,"724 N Long Ave, Chicago, IL 60644",10,4957.0,0,0,1,0
2453,459000,1997.0,950.0,2.0,2.0,483.0,1,150.0,"813 N Bishop St Apt 2, Chicago, IL 60642",10,950.0,1,0,0,0
2455,264500,1959.0,800.0,1.0,1.0,331.0,1,576.0,"3600 N Lake Shore Dr Apt 407, Chicago, IL 60613",10,800.0,1,0,0,0
2459,120000,1968.0,1200.0,2.0,1.0,100.0,0,262.0,"6511 S Blackstone Ave Apt 3, Chicago, IL 60637",10,1200.0,1,0,0,0
2460,339000,1925.0,1812.0,4.0,2.5,187.0,0,175.0,"724 N Long Ave, Chicago, IL 60644",10,4957.0,0,0,1,0
2462,260000,1929.0,1340.0,3.0,2.0,194.0,1,305.0,"7735 W Summerdale Ave, Chicago, IL 60656",10,4961.0,0,0,1,0
2465,169999,1922.0,1350.0,3.0,1.0,126.0,2,551.1388379204893,"6409 S Eggleston Ave, Chicago, IL 60621",10,2474.0,0,0,1,0
2466,187000,1908.0,1212.0,3.0,2.0,154.0,0,551.1388379204893,"5609 S Hoyne Ave, Chicago, IL 60636",10,3729.0,0,0,1,0
2470,599000,1922.0,2668.0,4.0,3.5,225.0,2,171.0,"5831 W Newport Ave, Chicago, IL 60634",10,3781.0,0,0,1,0
2475,409900,1925.0,2960.0,6.0,4.0,138.0,2,175.0,"200 S Lockwood Ave, Chicago, IL 60644",10,3918.0,0,1,0,0
2476,600000,2013.0,2852.0,3.0,3.5,210.0,2,185.0,"5210 W Seminole St, Chicago, IL 60646",10,4461.0,0,0,1,0
2478,120000,1915.0,1320.0,4.0,1.0,91.0,2,551.1388379204893,"10505 S LA Salle St, Chicago, IL 60628",10,4443.0,0,0,1,0
2481,439000,1927.0,2800.0,5.0,4.0,157.0,2,288.0,"4105 W Oakdale Ave, Chicago, IL 60641",10,3751.0,0,0,1,0
2484,120000,1928.0,1000.0,2.0,1.0,120.0,0,381.0,"6455 N Bell Ave Unit 2, Chicago, IL 60645",10,1000.0,1,0,0,0
2485,139900,1960.0,812.0,1.0,1.0,172.0,1,770.0,"5757 N Sheridan Rd Apt 6D, Chicago, IL 60660",10,812.0,1,0,0,0
2486,359900,1919.0,2650.0,4.0,4.0,136.0,0,171.0,"6052 W Grace St, Chicago, IL 60634",10,3690.0,0,0,1,0
2488,400000,1914.0,3125.0,6.0,4.5,128.0,2,348.0,"6014 N Artesian Ave, Chicago, IL 60659",10,3125.0,0,1,0,0
2489,344000,2008.0,1020.0,1.0,2.0,337.0,1,682.0,"611 S Wells St Apt 2904, Chicago, IL 60607",10,1020.0,1,0,0,0
2492,589900,1891.0,3125.0,6.0,2.0,189.0,0,322.0,"3625 W Shakespeare Ave, Chicago, IL 60647",10,3125.0,0,1,0,0
2494,219000,1966.0,1100.0,2.0,1.0,199.0,0,335.0,"6864 N Northwest Hwy Apt 3A, Chicago, IL 60631",10,1100.0,1,0,0,0
2496,425000,1969.0,2400.0,3.0,2.0,177.0,0,495.0,"444 W Oakdale Ave Apt 1E, Chicago, IL 60657",10,2400.0,1,0,0,0
2497,239900,2007.0,1520.0,3.0,1.5,158.0,2,200.0,"1314 W 52nd St, Chicago, IL 60609",10,2993.0,0,0,1,0
2502,259999,2006.0,1200.0,2.0,2.0,217.0,1,171.0,"6444 W Belmont Ave Apt 201, Chicago, IL 60634",81,1200.0,1,0,0,0
2504,339900,2006.0,1000.0,1.0,1.0,340.0,1,353.0,"1235 S Prairie Ave Apt 2808, Chicago, IL 60605",81,1000.0,1,0,0,0
2505,149000,1963.0,831.0,1.0,1.0,179.0,1,697.0,"6301 N Sheridan Rd Apt 3V, Chicago, IL 60660",82,831.0,1,0,0,0
2509,539000,2006.0,3049.0,4.0,4.0,177.0,2,160.0,"5226 W Galewood Ave, Chicago, IL 60639",81,3049.0,0,1,0,0
2510,350000,1899.0,3125.0,3.0,3.0,112.0,0,300.0,"122 N California Ave, Chicago, IL 60612",39,3125.0,0,1,0,0
2511,299900,1922.0,900.0,2.0,1.0,333.0,1,308.0,"4741 N Maplewood Ave Unit 3N, Chicago, IL 60625",82,900.0,1,0,0,0
2514,359000,1925.0,1491.0,4.0,2.5,241.0,2,171.0,"3925 N Oconto Ave, Chicago, IL 60634",82,3781.0,0,0,1,0
2515,225000,1914.0,1050.0,2.0,1.0,214.0,1,661.0,"40 E 9th St Apt 1005, Chicago, IL 60605",82,1050.0,1,0,0,0
2516,99500,1969.0,660.0,1.0,1.0,151.0,1,390.0,"2921 S Michigan Ave Apt 304, Chicago, IL 60616",81,660.0,1,0,0,0
2518,129900,1912.0,659.0,1.0,1.0,197.0,0,389.0,"740 S Federal St Apt 709, Chicago, IL 60605",38,659.0,1,0,0,0
2519,168000,1920.0,2700.0,5.0,2.0,62.0,2,551.1388379204893,"7216 S Emerald St, Chicago, IL 60621",82,5000.0,0,1,0,0
2521,249900,1928.0,1000.0,2.0,1.0,250.0,0,365.0,"2240 W Wilson Ave Apt 2N, Chicago, IL 60625",38,1000.0,1,0,0,0
2522,375000,1957.0,1148.0,3.0,2.0,327.0,2,305.0,"6912 W Foster Ave, Chicago, IL 60656",81,5950.0,0,0,1,0
2523,229000,1920.0,850.0,2.0,1.0,269.0,0,291.0,"5911 N Paulina St Apt 3E, Chicago, IL 60660",81,850.0,1,0,0,0
2524,149900,1970.0,750.0,1.0,1.0,200.0,0,346.0,"7320 N Rogers Ave Apt 313, Chicago, IL 60626",81,750.0,1,0,0,0
2525,259950,2009.0,810.0,1.0,1.0,321.0,1,405.0,"235 W Van Buren St Unit 2310, Chicago, IL 60607",81,810.0,1,0,0,0
2526,265000,2008.0,720.0,1.0,1.0,368.0,0,354.0,"611 S Wells St Apt 2102, Chicago, IL 60607",39,720.0,1,0,0,0
2528,156000,1956.0,800.0,1.0,1.0,195.0,0,245.0,"6831 N Seeley Ave Apt 3J, Chicago, IL 60645",81,800.0,1,0,0,0
2529,215000,1969.0,750.0,1.0,1.0,287.0,1,511.0,"1255 N Sandburg Ter Unit 209, Chicago, IL 60610",82,750.0,1,0,0,0
2531,149900,1973.0,700.0,1.0,1.0,214.0,1,665.0,"5415 N Sheridan Rd Apt 3614, Chicago, IL 60640",39,700.0,1,0,0,0
2532,325000,1950.0,1004.0,4.0,3.0,324.0,2,300.0,"2321 E 92nd St, Chicago, IL 60617",81,4375.0,0,0,1,0
2533,249900,1922.0,1900.0,3.0,1.5,132.0,1,125.0,"6012 S Talman Ave, Chicago, IL 60629",39,3750.0,0,0,1,0
2534,210000,1920.0,1600.0,3.0,1.5,131.0,2,300.0,"2000 E 93rd St, Chicago, IL 60617",38,3877.0,0,0,1,0
2537,135000,1922.0,1501.0,3.0,2.0,90.0,0,334.0,"1432 N Central Ave, Chicago, IL 60651",38,3703.0,0,0,1,0
2541,109900,1910.0,3125.0,6.0,2.0,35.0,0,267.0,"3426 W Grenshaw St, Chicago, IL 60624",38,3125.0,0,1,0,0
2542,85000,1885.0,1998.0,4.0,1.0,43.0,0,551.1388379204893,"7211 S Princeton Ave, Chicago, IL 60621",81,4464.0,0,0,1,0
2544,154999,1967.0,1040.0,3.0,1.5,149.0,2,551.1388379204893,"9939 S Union Ave, Chicago, IL 60628",81,3123.0,0,0,1,0
2545,184999,1959.0,1631.0,3.0,1.5,113.0,2,244.0,"10225 S Carpenter St, Chicago, IL 60643",81,3615.0,0,0,1,0
2547,210000,1898.0,2050.0,3.0,1.5,102.0,0,267.0,"3623 W Lexington St, Chicago, IL 60624",82,2047.0,0,0,1,0
2548,99900,1885.0,1810.0,3.0,1.5,55.0,0,551.1388379204893,"7740 S Lowe Ave, Chicago, IL 60620",81,0.72,0,0,0,1
2550,179000,1926.0,1064.0,2.0,2.0,168.0,2,551.1388379204893,"7526 S Aberdeen St, Chicago, IL 60620",80,3498.0,0,0,1,0
2551,264900,1903.0,1500.0,3.0,1.0,177.0,2,334.0,"1140 N Ridgeway Ave, Chicago, IL 60651",81,3123.0,0,0,1,0
2552,259900,1906.0,900.0,3.0,3.0,289.0,2,334.0,"3515 W Pierce Ave, Chicago, IL 60651",80,2919.0,0,0,1,0
2553,355000,1960.0,2200.0,3.0,2.0,161.0,2,200.0,"5442 S Oak Park Ave, Chicago, IL 60638",81,3750.0,0,0,1,0
2555,284900,1943.0,1342.0,3.0,2.0,212.0,2,551.1388379204893,"9644 S Prairie Ave, Chicago, IL 60628",81,3750.0,0,0,1,0
2556,299900,1997.0,1650.0,3.0,1.5,182.0,0,120.0,"1350 W 32nd St Apt B, Chicago, IL 60608",80,3360.0,0,0,0,1
2560,349500,1912.0,1473.0,4.0,2.5,237.0,2,288.0,"3500 N Keating Ave, Chicago, IL 60641",81,5393.0,0,0,1,0
2561,319500,1999.0,3125.0,3.0,2.0,102.0,2,200.0,"4806 S Linder Ave, Chicago, IL 60638",81,3125.0,0,0,1,0
2564,345000,1917.0,1305.0,3.0,2.0,264.0,0,454.0,"5003 N Oakley Ave Unit 1, Chicago, IL 60625",38,1305.0,1,0,0,0
2565,534900,2022.0,2910.0,4.0,3.5,184.0,2,334.0,"1522 N Leamington Ave, Chicago, IL 60651",81,3023.0,0,0,1,0
2566,449900,2022.0,981.0,4.0,2.0,459.0,2,307.0,"3051 W Montrose Ave, Chicago, IL 60618",80,3075.0,0,0,1,0
2567,549900,1927.0,3149.0,4.0,3.0,175.0,2,322.0,"1815 N Harding Ave, Chicago, IL 60647",80,3149.0,0,0,1,0
2572,525000,1989.0,1950.0,3.0,3.0,269.0,0,284.0,"1640 W Diversey Pkwy Apt 3, Chicago, IL 60614",81,1950.0,1,0,0,0
2573,324900,1915.0,1500.0,2.0,1.0,217.0,0,400.0,"1233 W Granville Ave Apt 2W, Chicago, IL 60660",38,1500.0,1,0,0,0
2575,375000,1969.0,1600.0,2.0,2.0,234.0,1,881.0,"5855 N Sheridan Rd Apt 10B, Chicago, IL 60660",81,1600.0,1,0,0,0
2577,205000,1973.0,835.0,1.0,1.0,246.0,0,747.0,"5415 N Sheridan Rd Apt 2804, Chicago, IL 60640",38,835.0,1,0,0,0
2583,77500,1953.0,1600.0,5.0,2.0,48.0,2,244.0,"12817 S Green St, Chicago, IL 60643",20,4874.0,0,0,1,0
2584,390000,2007.0,906.0,1.0,1.0,430.0,1,484.0,"450 E Waterside Dr Unit 2206, Chicago, IL 60601",46,906.0,1,0,0,0
2586,270000,1956.0,920.0,2.0,2.0,293.0,1,228.0,"11220 S Rockwell St, Chicago, IL 60655",172,5401.0,0,0,1,0
2587,369900,1958.0,1101.0,2.0,2.5,336.0,2,200.0,"5843 S Monitor Ave, Chicago, IL 60638",21,5375.0,0,0,1,0
2590,104900,1909.0,1590.0,5.0,2.0,66.0,0,551.1388379204893,"5707 S Hoyne Ave, Chicago, IL 60636",17,4156.0,0,0,1,0
2591,450000,1972.0,1100.0,2.0,2.0,409.0,1,996.0,"500 W Superior St Unit 1409, Chicago, IL 60654",111,1100.0,1,0,0,0
2592,490000,2008.0,1358.0,2.0,2.0,361.0,1,725.0,"100 E 14th St Apt 1802, Chicago, IL 60605",102,1358.0,1,0,0,0
2601,245000,1942.0,2017.0,3.0,2.5,121.0,2,551.1388379204893,"10608 S Wallace St, Chicago, IL 60628",60,3751.0,0,0,1,0
2602,159500,1943.0,1456.0,3.0,2.5,110.0,1,551.1388379204893,"9428 S Lafayette Ave, Chicago, IL 60620",39,3690.0,0,0,1,0
2605,235000,1966.0,1186.0,3.0,2.0,198.0,2,551.1388379204893,"8201 S Wentworth Ave, Chicago, IL 60620",46,3476.0,0,0,1,0
2606,219900,1926.0,1000.0,3.0,2.0,220.0,2,551.1388379204893,"8918 S Elizabeth St, Chicago, IL 60620",26,3720.0,0,0,1,0
2609,217900,2003.0,530.0,1.0,1.0,411.0,0,874.0,"400 N Lasalle St Unit 2906, Chicago, IL 60654",99,530.0,1,0,0,0
2610,334900,1913.0,1300.0,2.0,2.0,258.0,1,440.0,"825 W Gunnison St Apt 2W, Chicago, IL 60640",15,1300.0,1,0,0,0
2611,200000,1926.0,2437.0,3.0,2.0,82.0,2,300.0,"9352 S Muskegon Ave, Chicago, IL 60617",18,4726.0,0,0,1,0
2616,165000,1960.0,1050.0,2.0,1.0,157.0,0,416.0,"2710 W Lunt Ave Apt 206, Chicago, IL 60645",21,1050.0,1,0,0,0
2617,70000,1917.0,1012.0,3.0,1.0,69.0,0,551.1388379204893,"10747 S Forest Ave, Chicago, IL 60628",20,3751.0,0,0,1,0
2620,264900,1948.0,2149.0,3.0,1.5,123.0,0,125.0,"6640 S Knox Ave, Chicago, IL 60629",40,3751.0,0,0,1,0
2621,369900,1963.0,1128.0,3.0,2.5,328.0,2,200.0,"7105 W 63rd Pl, Chicago, IL 60638",52,3528.0,0,0,1,0
2623,579000,2003.0,1550.0,2.0,2.0,374.0,1,894.0,"1335 S Prairie Ave Unit 1504, Chicago, IL 60605",188,1550.0,1,0,0,0
2625,116000,1954.0,1214.0,3.0,2.0,96.0,2,551.1388379204893,"10512 S Prairie Ave, Chicago, IL 60628",39,3751.0,0,0,1,0
2626,195000,1968.0,1100.0,3.0,1.5,177.0,2,551.1388379204893,"12605 S Lowe Ave, Chicago, IL 60628",84,3075.0,0,0,1,0
2630,105000,1929.0,700.0,1.0,1.0,150.0,0,560.0,"6101 N Sheridan Rd Apt 5H, Chicago, IL 60660",83,700.0,1,0,0,0
2631,217500,1905.0,1300.0,3.0,2.0,167.0,0,315.0,"4819 S Prairie Ave Apt 2, Chicago, IL 60615",83,1300.0,1,0,0,0
2632,494900,1895.0,1015.0,5.0,3.0,488.0,0,322.0,"1620 N Troy St, Chicago, IL 60647",83,3125.0,0,0,1,0
2633,275000,1906.0,1450.0,3.0,1.5,190.0,1,655.0,"5117 S Kimbark Ave Unit 1N, Chicago, IL 60615",84,1450.0,1,0,0,0
2636,279000,2004.0,1100.0,3.0,1.5,254.0,0,196.0,"2932 S Wentworth Ave Unit 5SE, Chicago, IL 60616",83,1100.0,1,0,0,0
2637,320000,1968.0,1222.0,3.0,1.5,262.0,2,368.0,"8500 S Keeler Ave, Chicago, IL 60652",84,5149.0,0,0,1,0
2638,579500,1974.0,1069.0,1.0,2.0,542.0,1,859.0,"155 N Harbor Dr Apt 2913, Chicago, IL 60601",83,1069.0,1,0,0,0
2639,358800,1942.0,1169.0,2.0,1.5,307.0,2,305.0,"7835 W Berwyn Ave, Chicago, IL 60656",82,5001.0,0,0,1,0
2640,143000,1939.0,825.0,1.0,1.0,173.0,0,723.0,"5044 N Marine Dr Apt A5, Chicago, IL 60640",39,825.0,1,0,0,0
2641,264900,1948.0,2149.0,3.0,1.5,123.0,0,125.0,"6640 S Knox Ave, Chicago, IL 60629",40,3751.0,0,0,1,0
2644,319000,1955.0,1139.0,3.0,2.0,280.0,2,250.0,"7555 W Palatine Ave, Chicago, IL 60631",39,4835.0,0,0,1,0
2645,400000,2009.0,687.0,1.0,1.0,582.0,0,550.0,"225 N Columbus Dr Unit 5809, Chicago, IL 60601",83,687.0,1,0,0,0
2649,269900,2004.0,1000.0,1.0,1.5,270.0,1,421.0,"1601 S State St Unit 6F, Chicago, IL 60616",83,1000.0,1,0,0,0
2657,550000,2006.0,1892.0,3.0,2.0,291.0,1,197.0,"2507 N Halsted St Apt 4, Chicago, IL 60614",85,1892.0,1,0,0,0
2664,599900,2018.0,1600.0,3.0,2.0,375.0,1,169.0,"5236 N Kenmore Ave Unit 3S, Chicago, IL 60640",83,1600.0,1,0,0,0
2668,229000,1969.0,820.0,1.0,1.0,279.0,0,462.0,"1340 N Dearborn St Apt 14A, Chicago, IL 60610",83,820.0,1,0,0,0
2670,319900,1957.0,3125.0,5.0,2.0,102.0,0,125.0,"6118 S Rockwell St, Chicago, IL 60629",83,3125.0,0,1,0,0
2671,419000,2022.0,3000.0,4.0,3.5,140.0,1,250.0,"5521 S Indiana Ave Unit 1, Chicago, IL 60637",84,3000.0,1,0,0,0
2673,215000,1925.0,935.0,2.0,1.0,230.0,0,160.0,"4930 W Concord Pl, Chicago, IL 60639",40,3660.0,0,0,1,0
2678,199900,1950.0,1116.0,3.0,1.5,179.0,0,200.0,"5612 S Neenah Ave, Chicago, IL 60638",40,4021.0,0,0,1,0
2679,325000,1991.0,1026.0,1.0,1.5,317.0,1,758.0,"100 E Huron St Apt 2001, Chicago, IL 60611",84,1026.0,1,0,0,0
2680,340000,2006.0,1600.0,3.0,2.0,213.0,0,334.0,"6209 N Washtenaw Ave Apt 3, Chicago, IL 60659",40,1600.0,1,0,0,0
2681,280000,1950.0,2000.0,4.0,1.5,140.0,2,300.0,"8436 S Bennett Ave, Chicago, IL 60617",84,3125.0,0,0,1,0
2682,469000,1912.0,2614.0,6.0,3.0,179.0,2,320.0,"5153 N Western Ave, Chicago, IL 60625",40,2614.0,0,1,0,0
2683,525000,1910.0,1727.0,2.0,2.0,304.0,2,288.0,"3721 N Kildare Ave, Chicago, IL 60641",85,5809.0,0,0,1,0
2684,315000,1938.0,1056.0,3.0,1.5,298.0,2,305.0,"5330 N Oak Park Ave, Chicago, IL 60656",85,3690.0,0,0,1,0
2685,549000,1948.0,2031.0,4.0,2.5,270.0,2,305.0,"5034 N Nashville Ave, Chicago, IL 60656",84,4138.0,0,0,1,0
2686,350000,1890.0,990.0,4.0,2.0,354.0,2,316.0,"2826 S Lowe Ave, Chicago, IL 60616",40,3101.0,0,0,1,0
2689,485000,2008.0,2225.0,3.0,2.5,218.0,2,244.0,"3702 S Sangamon St, Chicago, IL 60609",39,893.0,0,0,0,1
2693,344900,2008.0,1034.0,1.0,1.0,334.0,1,554.0,"625 W Jackson Blvd Apt 607, Chicago, IL 60661",40,1034.0,1,0,0,0
2694,199900,1960.0,1007.0,3.0,2.0,199.0,1,334.0,"4427 W Walton St, Chicago, IL 60651",40,2953.0,0,0,1,0
2695,475000,1914.0,1600.0,3.0,2.0,297.0,1,232.0,"4912 N Winthrop Ave Apt 4N, Chicago, IL 60640",40,1600.0,1,0,0,0
2697,247500,1895.0,3125.0,6.0,2.0,79.0,0,898.0,"6831 S Calumet Ave, Chicago, IL 60637",84,3125.0,0,1,0,0
2700,546000,2001.0,1547.0,2.0,2.0,353.0,1,865.0,"1530 S State St Unit 15S, Chicago, IL 60605",84,1547.0,1,0,0,0
2701,190000,1923.0,1272.0,1.0,1.5,149.0,0,478.0,"7639 S Clyde Ave, Chicago, IL 60649",84,3780.0,0,0,1,0
2702,249900,1924.0,1994.0,3.0,1.5,125.0,2,244.0,"11601 S Hale Ave, Chicago, IL 60643",84,3840.0,0,0,1,0
2703,159500,1967.0,1000.0,2.0,1.5,160.0,0,318.0,"4337 N Kedvale Ave Apt 1E, Chicago, IL 60641",84,1000.0,1,0,0,0
2708,349900,1945.0,2227.0,3.0,2.0,157.0,2,171.0,"3058 N Newcastle Ave, Chicago, IL 60634",40,3764.0,0,0,1,0
2709,50000,1895.0,1130.0,3.0,1.0,44.0,0,551.1388379204893,"7922 S Normal Ave, Chicago, IL 60620",81,3276.0,0,0,1,0
2710,199000,1954.0,2112.0,3.0,2.0,94.0,2,300.0,"1625 E 86th St, Chicago, IL 60617",84,3751.0,0,0,1,0
2712,116000,1954.0,1214.0,3.0,2.0,96.0,2,551.1388379204893,"10512 S Prairie Ave, Chicago, IL 60628",39,3751.0,0,0,1,0
2714,114500,1953.0,1200.0,3.0,1.5,95.0,2,551.1388379204893,"10430 S Vernon Ave, Chicago, IL 60628",38,3659.0,0,0,1,0
2715,215000,1905.0,3123.0,6.0,2.0,69.0,0,267.0,"4340 W Gladys Ave, Chicago, IL 60624",81,3123.0,0,0,1,0
2718,350000,1950.0,2000.0,4.0,3.5,175.0,0,237.0,"3621 S Indiana Ave, Chicago, IL 60653",83,2300.0,0,0,1,0
2720,105000,1929.0,700.0,1.0,1.0,150.0,0,560.0,"6101 N Sheridan Rd Apt 5H, Chicago, IL 60660",83,700.0,1,0,0,0
2722,494900,1895.0,1015.0,5.0,3.0,488.0,0,322.0,"1620 N Troy St, Chicago, IL 60647",83,3125.0,0,0,1,0
2723,350000,1907.0,2526.0,3.0,3.5,139.0,0,288.0,"4134 W Roscoe St, Chicago, IL 60641",84,2526.0,0,0,1,0
2725,275000,1906.0,1450.0,3.0,1.5,190.0,1,655.0,"5117 S Kimbark Ave Unit 1N, Chicago, IL 60615",84,1450.0,1,0,0,0
2728,143000,1939.0,825.0,1.0,1.0,173.0,0,723.0,"5044 N Marine Dr Apt A5, Chicago, IL 60640",39,825.0,1,0,0,0
2730,358800,1942.0,1169.0,2.0,1.5,307.0,2,305.0,"7835 W Berwyn Ave, Chicago, IL 60656",82,5001.0,0,0,1,0
2731,323000,1973.0,1300.0,3.0,1.5,248.0,2,200.0,"5101 S Monitor Ave, Chicago, IL 60638",84,3125.0,0,0,1,0
2736,400000,1974.0,1000.0,1.0,1.5,400.0,1,811.0,"155 N Harbor Dr Apt 1204, Chicago, IL 60601",83,1000.0,1,0,0,0
2743,530000,2009.0,1800.0,3.0,3.0,294.0,0,370.0,"632 W Barry Ave Unit Gs, Chicago, IL 60657",83,1800.0,1,0,0,0
2791,129900,1920.0,1800.0,6.0,2.0,72.0,0,551.1388379204893,"7634 S Aberdeen St, Chicago, IL 60620",41,3720.0,0,0,1,0
2794,179900,1914.0,1200.0,2.0,2.0,150.0,0,182.0,"7431 S Paxton Ave Unit 2S, Chicago, IL 60649",87,1200.0,1,0,0,0
2796,294900,1919.0,1400.0,2.0,2.0,211.0,0,265.0,"6714 N Glenwood Ave Unit 3, Chicago, IL 60626",88,1400.0,1,0,0,0
2797,329900,2009.0,765.0,1.0,1.0,431.0,1,440.0,"565 W Quincy St Unit 1717, Chicago, IL 60661",87,765.0,1,0,0,0
2799,585000,2015.0,1800.0,3.0,2.0,325.0,1,165.0,"3046 N Clybourn Ave Apt 3, Chicago, IL 60618",88,1800.0,1,0,0,0
2802,133998,1962.0,1000.0,1.0,1.0,134.0,0,228.0,"5471 S Ingleside Ave Apt 2W, Chicago, IL 60615",86,1000.0,1,0,0,0
2803,325000,1910.0,1240.0,3.0,1.0,262.0,0,229.0,"1929 W Irving Park Rd Apt 3, Chicago, IL 60613",88,1240.0,1,0,0,0
2804,94000,1956.0,864.0,2.0,1.0,109.0,0,300.0,"8628 S Chappel Ave, Chicago, IL 60617",41,4250.0,0,0,1,0
2806,279000,1944.0,1082.0,2.0,1.5,258.0,2,368.0,"8128 S Fairfield Ave, Chicago, IL 60652",88,4251.0,0,0,1,0
2807,277800,1963.0,1660.0,3.0,2.0,167.0,2,175.0,"405 N Long Ave, Chicago, IL 60644",88,3576.0,0,0,1,0
2812,575000,1973.0,1850.0,2.0,2.0,311.0,0,368.0,"1605 S Michigan Ave Unit 201, Chicago, IL 60616",87,1850.0,1,0,0,0
2813,269900,1964.0,850.0,1.0,1.0,318.0,1,807.0,"1355 N Sandburg Ter Unit 1602D, Chicago, IL 60610",88,850.0,1,0,0,0
2814,269900,1922.0,2400.0,3.0,3.0,112.0,2,551.1388379204893,"10115 S Emerald Ave, Chicago, IL 60628",42,3751.0,0,0,1,0
2817,299900,1941.0,1250.0,3.0,3.0,240.0,2,200.0,"5419 S Nashville Ave, Chicago, IL 60638",88,5001.0,0,0,1,0
2818,264900,1909.0,2200.0,3.0,2.5,120.0,0,541.0,"4353 S Indiana Ave Apt 2, Chicago, IL 60653",87,2200.0,1,0,0,0
2819,249900,1971.0,1060.0,3.0,1.5,236.0,2,200.0,"5126 S Central Ave, Chicago, IL 60638",41,3123.0,0,0,1,0
2821,125000,1948.0,1164.0,4.0,2.0,107.0,0,368.0,"7844 S Trumbull Ave, Chicago, IL 60652",41,5284.0,0,0,1,0
2822,449000,1953.0,1872.0,2.0,2.0,240.0,1,400.0,"6878 N Lehigh Ave, Chicago, IL 60646",86,6125.0,0,0,1,0
2824,130000,1960.0,530.0,1.0,1.0,245.0,0,273.0,"345 E Eastgate Pl Apt 208, Chicago, IL 60616",88,530.0,1,0,0,0
2825,89900,1970.0,800.0,1.0,1.0,112.0,0,235.0,"10739 S Pulaski Rd Unit 2D, Chicago, IL 60655",87,800.0,1,0,0,0
2826,395000,1989.0,1250.0,2.0,2.0,316.0,1,1007.0,"401 E Ontario St Apt 2602, Chicago, IL 60611",42,1250.0,1,0,0,0
2831,269000,1955.0,1220.0,2.0,2.0,220.0,2,1189.0,"3440 N Lake Shore Dr Apt 11D, Chicago, IL 60657",87,1220.0,1,0,0,0
2838,289000,1885.0,1800.0,3.0,3.0,161.0,2,205.0,"1929 S Christiana Ave, Chicago, IL 60623",42,2688.0,0,0,1,0
2841,170000,1896.0,2614.0,6.0,4.0,65.0,3,300.0,"9601 S Avenue L, Chicago, IL 60617",89,2614.0,0,1,0,0
2846,345000,1919.0,2196.0,5.0,2.5,157.0,2,551.1388379204893,"8426 S May St, Chicago, IL 60620",87,3616.0,0,0,1,0
2851,259900,1903.0,3125.0,5.0,2.0,83.0,0,200.0,"4718 S Wolcott Ave, Chicago, IL 60609",42,3125.0,0,1,0,0
2853,299900,1950.0,720.0,2.0,1.0,417.0,0,250.0,"6937 W Talcott Ave, Chicago, IL 60631",87,2278.0,0,0,1,0
2859,438400,2003.0,1300.0,2.0,2.0,337.0,1,846.0,"41 E 8th St Apt 3203, Chicago, IL 60605",87,1300.0,1,0,0,0
